index,pid,pname,ppm,rpm,apm,MP
134,215,Kevin Garnett,18.6154944663,10.4691181721,3.88789717958,50418
112,176,Tim Duncan,20.2318308054,11.4821619312,3.21239051485,46810
274,474,Dirk Nowitzki,22.4822533026,8.0498243648,2.609055449,46403
136,218,Pau Gasol,18.6109557493,9.6607994736,3.31238690574,36474
54,79,Elton Brand,17.3923021479,9.3173417904,2.24811878334,34685
52,77,Chris Bosh,19.3763777555,8.55811623246,2.02342184369,31936
303,531,Zach Randolph,19.1564475142,10.6355639539,2.03375252492,30694
182,294,Dwight Howard,18.2369674517,12.9105583488,1.53492987563,30232
332,576,Josh Smith,16.1752190238,8.28035043805,3.46057571965,28764
76,113,Tyson Chandler,10.9876417563,11.700785112,1.07298633324,27512
277,485,Jermaine O'Neal,17.5092822687,9.55255079667,1.80105247771,27364
51,76,Carlos Boozer,18.7032452325,10.9628638341,2.58012713282,26901
379,652,David West,17.5005788118,8.12651704694,2.60129205721,26779
339,591,Amar'e Stoudemire,22.0468139436,9.08530970712,1.44852400665,25847
4,11,LaMarcus Aldridge,19.7435519528,8.61311717023,1.96168017686,24426
193,314,Al Jefferson,19.6304294074,10.5095194923,1.80993983351,24266
222,377,David Lee,16.7961399276,10.782468838,2.68757539204,22383
173,280,Nene,15.4680514789,8.29731316324,2.47748927523,22145
94,144,Samuel Dalembert,11.3325325695,11.5454125474,0.773353044442,21646
256,438,Paul Millsap,17.1538102789,9.15194478127,2.65441656562,21442
163,269,Udonis Haslem,10.9225322192,9.59354199122,1.21342586036,21183
144,228,Drew Gooden,15.4825801314,10.0481783795,1.60541509058,20092
207,349,Chris Kaman,15.0364397264,10.2282331326,1.68112687557,19594
135,217,Marc Gasol,15.2817092236,8.31245440334,3.27920792079,19190
167,273,Brendan Haywood,10.6728051392,9.39507494647,0.85182012848,18680
280,491,Zaza Pachulia,11.9961290323,9.94064516129,2.07483870968,18600
181,293,Al Horford,15.3742071882,9.61327045048,2.91949910555,18447
48,72,Andrew Bogut,12.7518731676,10.9594961451,2.74427190792,18418
83,125,Nick Collison,10.406805708,9.09484083425,1.78616904501,18220
319,555,Luis Scola,16.9594340665,9.38101027965,2.2601967503,18094
271,470,Joakim Noah,11.3782051282,11.5106837607,3.64102564103,16848
289,507,Kendrick Perkins,8.9428537199,9.53588115491,1.69282376902,16694
232,390,Kevin Love,20.1562441781,12.76755884,2.65366701857,16103
259,443,Nazr Mohammed,13.1983366935,10.6693548387,0.850554435484,15872
119,190,Reggie Evans,7.60364757257,13.3277677883,1.05882352941,15572
30,47,Brandon Bass,14.2750958352,7.55974270678,1.33090767332,15391
230,388,Brook Lopez,20.0422101331,8.19479583142,1.49360949073,15257
205,345,DeAndre Jordan,11.2886781269,12.7089508002,0.735032602253,15183
171,278,Roy Hibbert,14.8882725832,9.2852614897,2.00396196513,15144
364,628,Anderson Varejao,10.9293982265,10.805117444,1.72774656468,14773
164,270,Spencer Hawes,13.6675794085,9.03450164294,2.89320920044,14608
352,612,Jason Thompson,12.6975687031,9.41717749156,1.54969350506,14519
147,234,Marcin Gortat,14.2812803104,10.8992656228,1.34682000831,14434
197,323,Amir Johnson,12.1114731369,9.16409012132,1.76942807626,14425
156,247,Blake Griffin,21.9196882177,9.75349711184,4.09130767625,14369
185,301,Serge Ibaka,14.426636884,9.29526734608,0.726232025688,14326
366,633,Charlie Villanueva,18.036158024,7.99494085262,1.45971281899,13441
260,444,Greg Monroe,16.8744951384,10.6976813762,2.60643231114,13370
184,299,Kris Humphries,13.4719902839,10.9442841961,1.38545620161,13174
44,67,Andray Blatche,16.4833895041,8.73567645643,2.30524795378,12462
87,133,DeMarcus Cousins,22.6986899563,12.2707423581,3.08879184862,12366
187,303,Ersan Ilyasova,15.9351474662,8.86068111455,1.64249633371,12274
12,22,Ryan Anderson,17.9629477151,7.68019761219,1.23902840675,12145
140,223,Taj Gibson,13.1673961516,9.13898752994,1.38541580642,12109
165,271,Chuck Hayes,7.34320778671,9.88133728311,2.37968683876,11815
172,279,J.J. Hickson,15.2986264202,10.9703238935,1.34916059013,11794
10,18,Chris Andersen,11.0964131264,10.296616637,0.986008649199,11793
241,406,Jason Maxiell,11.0129185341,8.14974953862,0.841550224097,11379
231,389,Robin Lopez,13.7871660602,8.6269636993,0.99689358303,11267
40,61,Andris Biedrins,10.4873497219,11.727615288,1.50834380047,11146
217,368,Carl Landry,17.1160280626,7.85213167836,1.0652995143,11118
67,99,Andrew Bynum,16.238727783,10.8471468662,1.65014031805,10690
123,197,Derrick Favors,15.9437548487,10.2044220326,1.4453064391,10312
354,614,Tristan Thompson,12.3221712389,10.7827784829,0.998145074685,10243
7,15,Al-Farouq Aminu,10.6543852623,8.44132959551,1.75891069283,9988
367,635,Nikola Vucevic,16.9386655169,11.7852754123,2.21580252237,9277
224,380,Kawhi Leonard,16.5949748744,7.58592964824,2.34371859296,8955
121,194,Kenneth Faried,16.4940239044,11.6953898691,1.45065452476,8785
262,449,Markieff Morris,16.2753872633,7.68330464716,2.46196213425,8715
96,149,Ed Davis,12.0096596136,10.7884084637,1.42410303588,8696
335,582,Marreese Speights,18.3286881307,9.84334454589,1.4142239308,8324
95,148,Anthony Davis,21.6677115987,10.2261876055,1.74487581384,8294
110,174,Andre Drummond,15.9110676765,15.123870022,0.725629122893,8186
20,33,Omer Asik,10.0083353763,13.3091443981,1.11203726404,8158
247,419,JaVale McGee,15.3387765356,10.1158145962,0.624042205753,7961
350,610,Tyrus Thomas,14.0378214826,8.79576399395,1.57488653555,7932
130,211,Dan Gadzuric,11.3871423072,10.7450275889,0.905427948159,7793
162,268,Tobias Harris,16.7387932168,7.50098593401,1.87406336269,7607
215,363,Kosta Koufos,12.6350306585,10.897893895,0.839776059717,7502
50,75,Trevor Booker,11.4119226638,9.21750805585,1.50805585392,7448
208,351,Enes Kanter,17.66798743,11.0965978959,0.959147424512,7319
196,321,Jonas Jerebko,12.8163153572,7.92827812757,1.44867232412,7306
290,508,Johan Petro,10.9160011016,9.10162489672,1.125309832,7262
175,283,Jordan Hill,15.1389736477,11.2843273232,1.49292649098,7210
157,253,Tyler Hansbrough,14.3426895685,9.01382488479,0.904901550063,7161
41,62,Bismack Biyombo,7.68,10.8429473684,0.505263157895,7125
152,241,Draymond Green,12.0982357092,9.1511644319,4.39520112915,7085
42,65,DeJuan Blair,14.6235644407,10.9893662271,1.78136962994,7053
363,627,Jonas Valanciunas,15.219123506,11.192563081,0.908366533865,6777
288,505,Nikola Pekovic,18.1761565836,9.64590747331,1.06227758007,6744
336,583,Tiago Splitter,14.8414489311,9.39014251781,2.2393111639,6736
236,398,Ian Mahinmi,10.6913392993,9.27711208858,0.906415895647,6593
266,454,Timofey Mozgov,13.6720524716,9.96320588706,1.07118860982,6251
390,673,Brandan Wright,15.5906452148,8.16851882568,1.00912257422,6029
341,593,Jared Sullinger,15.9736339983,11.0091934085,2.56652211622,5765
322,558,Kevin Seraphin,14.0515518148,8.01683324566,1.34455549711,5703
5,13,Lavoy Allen,9.94822006472,9.68932038835,1.94822006472,5562
8,16,Lou Amundson,10.2744237102,10.096597146,1.23161361142,5466
211,357,Michael Kidd-Gilchrist,12.4467005076,8.39255499154,1.72588832487,5319
397,684,Tyler Zeller,14.1597222222,8.91666666667,1.81944444444,5184
170,276,John Henson,14.9355888094,9.91541964867,1.90500975927,4611
293,513,Mason Plumlee,14.141101502,10.0937642239,2.24487938097,4394
105,165,Gorgui Dieng,12.3170842825,10.5785876993,2.230523918,4390
204,343,Terrence Jones,15.5242581253,8.62270372115,1.51766368347,4246
1,3,Steven Adams,9.93161990097,9.99952841311,1.22235321858,4241
396,683,Cody Zeller,12.152238806,8.90149253731,2.09552238806,4020
297,520,Josh Powell,11.1285930408,8.45990922844,1.46142208775,3966
276,484,Kelly Olynyk,16.6358764991,8.26741515693,2.77417708599,3919
302,529,Anthony Randolph,16.7675084613,10.1036188493,1.75266857589,3841
272,471,Nerlens Noel,12.190215906,9.70101120525,1.97758950533,3659
142,226,Rudy Gobert,11.0382932166,12.4562363239,1.66411378556,3656
79,119,Earl Clark,11.2859504132,7.71570247934,1.32892561983,3630
294,514,Miles Plumlee,10.7487179487,10.7282051282,0.861538461538,3510
225,381,Meyers Leonard,12.5463917526,8.80412371134,1.62886597938,3492
270,469,Andrew Nicholson,14.9194805195,7.53246753247,1.07012987013,3465
267,457,Byron Mullens,14.604759141,8.25304701103,1.59837492745,3446
17,30,Hilton Armstrong,9.378330373,8.16341030195,1.08703374778,3378
310,542,Thomas Robinson,12.7828518173,12.4249767008,1.39794967381,3219
278,487,Kyle O'Quinn,13.1911905522,10.6747526333,2.72326843281,3133
226,382,Jon Leuer,14.414039649,8.90347741306,1.79005524862,3077
23,39,Renaldo Balkman,10.5039164491,9.03524804178,1.55091383812,3064
338,587,Greg Stiemsma,7.57086614173,8.01968503937,1.14566929134,3048
3,6,Alexis Ajinca,14.3560528993,10.6205493388,1.42828077314,2949
223,379,Alex Len,10.9140271493,10.9014966934,1.04002784546,2873
0,1,Quincy Acy,10.159430605,8.68612099644,1.49893238434,2810
106,167,Ike Diogu,17.3624329159,8.87441860465,0.888729874776,2795
258,440,Nikola Mirotic,17.2560885609,8.79409594096,2.09889298893,2710
118,189,Jeremy Evans,12.0183346066,8.80061115355,1.47135217723,2618
380,654,Hassan Whiteside,16.2884310618,14.4770206022,0.299524564184,2524
33,50,Aron Baynes,13.8758949881,10.5250596659,1.64677804296,2514
